"severity","category","code","id","subject","unit","concept","difficulty","message","reasons","excerpt","meta"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-13","선형대수","행렬","가역행렬 성질 명제 판별","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""multiStatement""]","$n\times n$행렬 $A$가 역행렬을 가질 때, 다음 중 $\textbf{틀린}$ 것은? ㄱ. $A$의 행렬식 값 $\det(A)$은 $0$이 아니다. ㄴ. $Ax=b$는 $\mathbb{R}^n$의 모든 벡터 $b$에 대해 두 개 이상의 해를 가진다. ㄷ. $A$의 열벡터들은 일차독립이다. ㄹ. $A$의 계수 $\text{rank}(A)=n$이다.","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-16","다변수함수","선적분과 면적분","보존적 벡터장 판별","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""multiStatement"",""mathDensity=20""]","$C$를 벡터함수 $x(t),\;a\le t\le b$로 주어진 부드러운 곡선이라고 할 때, 다음 중 선적분 $\!\int_C F\cdot dx$가 경로에 독립인 벡터장 $F$를 모두 고른 것은? ㄱ. $F=-\dfrac{y}{x^2+y^2}\mathbf{e}_1+\dfrac{x}{x^2+y^2}\mathbf{e}_2$ ㄴ. $F=e^x\cos y\,\mathbf{e}_1+e^x\sin y\...","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-18","적분학","부정적분","$\ln|x+1|$ 항 존재","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=1"",""multiStatement"",""mathDensity=17""]","다음 중 부정적분을 계산하였을 때 $\ln|x+1|$항이 있는 식을 모두 고르면? ㄱ. $\!\int\dfrac{2x}{x^2-1}\,dx$ ㄴ. $\!\int\dfrac{x^2+1}{x(x+1)^2}\,dx$ ㄷ. $\!\int\dfrac{2}{x(x+1)(x+2)}\,dx$","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-23","다변수함수","Taylor급수와 최대/최소","이변수 임계점 합","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""mathDensity=7""]","이변수함수 $f(x,y)=x^3+2x^2-x(4y-1)+y^2$의 두 임계점(Critical Point)을 각각 $(x_1,y_1),(x_2,y_2)$라 할 때 $3y_1 y_2$의 값은?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-24","다변수함수","중적분","이중적분 (sin)","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=15""]","이중적분 $\!\displaystyle\int_0^2\!\int_0^{\pi}\!x\sin(xy)\,dy\,dx$의 값은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kookmin-25","적분학","정적분의 응용","포물면과 평면 사이 부피","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=15""]","좌표공간에서 $z=8-3y^2$의 아래와 $z=4x^2+y^2$의 위로 둘러싸인 부분의 부피는?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-09","선형대수","행렬","행렬식 명제 진위","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=2"",""multiStatement"",""mathDensity=9""]","$n$차 정사각 행렬 $A=(a_{ij})$에 대한 다음 명제 중 옳은 것을 모두 고르면? ⓐ $\det A=\sum_{k=1}^n a_{1k}(-1)^{1+k}M_{1k}$ (단, $M_{ij}$는 $A$에서 $i$행과 $j$열을 없앤 행렬의 행렬식) ⓑ $A$가 삼각 행렬이면 $\det A$는 주대각선 성분들의 합이다. ⓒ $A$의 한 행에 상수 $c$를 곱해서 얻은 행렬 $B$에 대해 ...","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-13","다변수함수","곡선과 곡면","접평면-평면 교각","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=23""]","곡면 $z+1=xe^y\cos z$ 위의 점 $(1,0,0)$에서의 접평면과 평면 $2x+y+z=2019$가 이루는 각은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-14","선형대수","행렬","행렬식 행 연산","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=7""]","행렬 $A=\begin{pmatrix}1&-1&2\\3&1&4\\0&-2&5\end{pmatrix}$의 행렬식을 이용하여 다음 행렬들의 행렬식의 합을 구하면? $$\begin{pmatrix}1&-1&2\\9&3&12\\0&-2&5\end{pmatrix},\;\begin{pmatrix}1&-1&-4\\3&1&-8\\0&-2&-10\end{pmatrix},\;\begin{pmatrix}-1&1&...","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-20","다변수함수","Taylor급수와 최대/최소","곡면-원점 최단 거리 (라그랑주)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=12""]","곡면 $z^2=xy+x-y+4$에서 원점까지의 최단 거리는?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-26","다변수함수","삼중적분과 극좌표계","카디오이드 길이","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=4""]","극 방정식 $r=1+\cos\theta$ ($0\le\theta\le 2\pi$)로 주어진 닫힌 곡선의 길이는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-27","다변수함수","중적분","타원 + 변수변환","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=35""]","$\Omega=\!\left\{(x,y)\,\bigg|\,\dfrac{x^2}{a^2}+\dfrac{y^2}{b^2}\le 1,\,x\ge 0,\,y\ge 0\right\}$ ($a>0,\,b>0$)일 때 $\displaystyle\iint_\Omega\dfrac{y}{ab^2\sqrt{x^2/a^2+y^2/b^2}}\,dxdy$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kwangwoon-28","다변수함수","중적분","극좌표 적분","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=24""]","$\Omega=\!\left\{(x,y)\,\bigg|\,x^2+\!\left(y-\dfrac{1}{2}\right)^2\le\dfrac{1}{4}\right\}$일 때 $\displaystyle\iint_\Omega\sqrt{x^2+y^2}\,dxdy$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kyonggi-27","다변수함수","Taylor급수와 최대/최소","원판 위 최댓값/최솟값","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=16""]","영역 $\{(x,y)\in\mathbb R^2\,|\,x^2+y^2\le 1\}$에서 함수 $f(x,y)=x^4-y^4$의 최댓값과 최솟값의 곱은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kyonggi-31","선형대수","고유치와 대각화","trace/det 고유치","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=11""]","$2\times 2$ 실행렬 $A$가 대칭행렬이고 $\text{tr}(A^2)=10,\ \det(A)=-3$일 때, $(\text{tr}(A))^2$의 값은?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kyonggi-35","선형대수","행렬","행렬식 성질 판정","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=2"",""multiStatement"",""mathDensity=23""]","임의의 정사각행렬 $A$와 $B$에 대하여 <보기>에서 옳은 것을 모두 고르면? 가. $\det(A)=\det(A^T)$. 나. $\det(AB)=0$이면 $\det(A)=0$ 또는 $\det(B)=0$이다. 다. $\det(A^2)=1$이면 $\det(A)=1$이다. 라. $\det(-A)=-\det(A)$.","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-kyonggi-45","선형대수","벡터공간","함수 부분공간 판정","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""multipleMidKeywords=/매개변수|극좌표|극방정식|특이적분|이상적분/|/고유값|고유치|대각화|벡터공간|선형사상|선형변환/"",""multiStatement""]","<보기>에서 벡터공간을 모두 고르면? 가. $3$차 다항식의 집합 나. 이상적분 $\int_{-\infty}^{\infty}f(x)dx$가 수렴하는 연속함수 $f:\mathbb R\to\mathbb R$의 집합 다. 미분가능하고 도함수가 불연속인 함수 $f:\mathbb R\to\mathbb R$의 집합 라. 최댓값이 $1$보다 작은 함수 $f:\mathbb R\to\mathbb R$의 집합","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-mju-03","적분학","급수의 수렴/발산","멱급수 수렴반지름","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=13""]","멱급수 $\displaystyle\sum_{n=0}^{\infty}\dfrac{(n!)^2}{(2n)!}x^n$의 수렴반지름은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-mju-07","적분학","정적분의 계산","유리함수 적분(부분분수)","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=25""]","$\displaystyle\int_1^2\!\dfrac{x^2+1}{3x-x^2}\,dx=a+b\ln 2$일 때 $a+b$의 값은? (단, $a,b$는 유리수)","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-mju-08","선형대수","벡터와 공간도형","두 평면 교선의 방향벡터(외적)","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=8""]","좌표공간에서 두 평면 $3x-2y+z=1,\,2x+y+7z=9$의 교선의 방향벡터를 $\langle a,b,c\rangle$라 할 때 $\dfrac{a}{b}$의 값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-06","적분학","정적분의 응용","심장형 길이","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=9""]","극곡선 $r=1-\cos\theta$의 길이를 구하면?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-07","적분학","특이적분","$1/\sqrt{1-x^2}$ 적분","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=18""]","특이적분 $\displaystyle\int_0^{1}\dfrac{dx}{\sqrt{1-x^2}}$의 값을 구하면?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-08","적분학","급수의 수렴/발산","급수 수렴 판정 (3종)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""multiStatement"",""mathDensity=32""]","다음 무한급수 중에서 수렴하는 것만을 있는 대로 고르면? (ㄱ) $\displaystyle\sum_{n=2}^{\infty}\dfrac{\ln n}{n}$ (ㄴ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{n^2}{2^n}$ (ㄷ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{n!}{n^n}$","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-14","다변수함수","경도 및 방향도함수","방향도함수 (편미분 두 번)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=30""]","미분가능한 함수 $f(x,y)$가 다음 조건을 만족시킨다. $f(0,y)=e^{\sin y},\,f(x,\pi)=e^x(\cos\pi x)$ $(0,\pi)$에서 $u=\!\left(\dfrac{1}{\sqrt{5}},\dfrac{2}{\sqrt{5}}\right)$방향의 방향미분계수 $D_u f(0,\pi)$를 구하면?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-19","다변수함수","삼중적분과 극좌표계","구면좌표 + 밀도","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=29""]","좌표공간에서 입체 $E$를 구면좌표 $(\rho,\theta,\phi)$로 나타내면 다음과 같다. $0\le\rho\le\cos\phi,\ 0\le\theta\le 2\pi,\ 0\le\phi\le\dfrac{\pi}{4}$ 직교좌표계에서 입체 $E$의 점 $(x,y,z)$에서의 밀도가 $m(x,y,z)=z$일 때, 입체 $E$의 질량을 구하면?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-20","다변수함수","선적분과 면적분","그린 정리 (호 + 직선 닫기)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""multipleMidKeywords=/매개변수|극좌표|극방정식|특이적분|이상적분/|/중적분|삼중적분|선적분|면적분|곡면적|방향도함수|경도/"",""mathDensity=35""]","$C$가 곡선 $\sqrt{|x|}+\sqrt{y}=1$에서 $(1,0)$부터 $(-1,0)$까지의 호일 때, 선적분 $\displaystyle\int_C(x+e^{y^2})dy$의 값을 구하면?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sejong-25","다변수함수","중적분","변수변환 (대각선)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=29""]","$D=\{(x,y)\mid 0\le x\le 1,\,0\le y\le 1,\,x+y\le 1\}$일 때, 이중적분 $\displaystyle\iint_D e^{(x+y)^2}\,dA$의 값을 구하면?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-02","공학수학","추가내용","심프슨 공식","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=18""]","$n=4$일 때 $\!\displaystyle\int_1^5\dfrac{1}{x}\,dx$를 심프슨 공식으로 구한 근삿값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-03","적분학","정적분의 계산","성망형(아스트로이드) 길이","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=9""]","다음 곡선의 길이는? $x=2\cos^3\theta,\;y=2\sin^3\theta\;(0\le\theta\le\dfrac{\pi}{2})$","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-09","다변수함수","중적분","원기둥 좌표·부피","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=29""]","$z=\sqrt{x^2+y^2}$ 아래 평면 위, 원기둥 $x^2+y^2=2y$ 내부에 놓여 있는 입체의 부피는?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-10","공학수학","벡터해석","그린 정리","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","곡선 $C$가 $x^2+y^2=9$일 때 $\!\displaystyle\oint_C(3y+e^{\sin x})dx+(7x-\sqrt{y^4+1})dy$는?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-12","공학수학","벡터해석","벡터 미적분 항등식","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","스칼라 함수 $f,g$와 벡터함수 $\vec F$에 대해 다음 중 옳은 것은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-13","공학수학","벡터해석","발산정리","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=21""]","$S$는 포물면 $z=x^2+y^2$과 평면 $z=1$로 둘러싸인 곡면이고 $\vec F=\langle 3y,x^2,2z^2\rangle$일 때 $\!\displaystyle\iint_S\vec F\cdot d\vec S$는? (단, 곡면 $S$의 법선벡터는 외부 방향)","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-seoultech-17","공학수학","Laplace변환","역라플라스·부분분수","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=25""]","$\mathcal{L}^{-1}\!\left\{\dfrac{s}{s^2+8s+7}\right\}$은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-02","다변수함수","선적분과 면적분","그린정리","easyMedium","Heuristic estimate is 킬러 but current is 중하.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","닫힌 곡선 $C$가 좌표평면에서 식 $x^2+y^2=16$으로 정의되고 반시계 방향을 갖는다고 할 때, 다음 선적분의 값은? $\displaystyle\oint_C(3y-\sin x)\,dx+(7x+y^{2019})\,dy$","{""currentIndex"":1,""predictedIndex"":5,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-04","공학수학","미분방정식","분리형 ODE","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=25""]","$y$가 미분방정식 $y'+ty=0$의 해이고 $y(0)=1$일 때 $\dfrac{\sqrt{y(2)}}{(y(1))^2}$의 값은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-05","미분학","도함수의 응용","평면곡선 곡률","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=14""]","평면 위의 곡선 $y=x^2$ 위의 점 $(1,1)$에서 곡률의 값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-11","다변수함수","체적과 곡면적","구면 캡 면적","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""mathDensity=9""]","좌표공간 내의 곡면 $x^2+y^2+z^2=1$에서 $z\ge 0$인 부분 중, 평면 $z=\dfrac{1}{2}$의 윗부분에 놓인 곡면의 넓이의 값은?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-14","다변수함수","중적분","변수치환(평행사변형)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=27""]","네 개의 직선 $2x-y=0,\,2x-y=2,\,x-2y=1,\,x-2y=3$에 의해 둘러싸인 영역 $R$에 대하여, $\displaystyle\iint_R\!\left(\dfrac{2x-y}{x-2y}\right)dA$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-16","공학수학","미분방정식","완전 미분방정식 해집합","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=13""]","다음 중 미분방정식 $(e^{2y}-y)\dfrac{dy}{dx}=\sin x,\,y(0)=0$의 해집합 위에 있는 점은?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-skku-19","다변수함수","선적분과 면적분","평면 위 면적분","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=20""]","평면 $z=x+2$와 원통 $x^2+y^2=1$의 내부와의 공통 영역으로 이루어진 면을 $S$라고 할 때, 면적분 $\displaystyle\iint_S z\,dS$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sogang-10","다변수함수","중적분","타원형 변수변환","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=22""]","영역 $D=\{(x,y)\in\mathbb{R}^2\,|\,1\le x^2+4y^2\le 4\}$에 대하여 이중적분 $\displaystyle\iint_D\sqrt{x^2+4y^2}\,dx\,dy$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sogang-12","다변수함수","선적분과 면적분","발산정리","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","원기둥 $x^2+y^2=1$과 두 평면 $z=10,\,z=x$로 둘러싸인 3차원 영역의 경계면 $S$가 바깥으로 향하는 방향을 가지고 있다고 하자. 벡터장 $\vec{F}=y\vec{i}+(z+\cos x)\vec{j}+(e^{x^2}+z)\vec{k}$에 대하여 적분 $\displaystyle\iint_S\vec{F}\cdot d\vec{S}$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sogang-13","공학수학","미분방정식","연립ODE 고유값 해","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""multipleMidKeywords=/고유값|고유치|대각화|벡터공간|선형사상|선형변환/|/라플라스|Laplace|미분방정식|Maclaurin|Taylor/"",""mediumLongContent=975"",""mathDensity=40""]","다음 연립미분방정식에 대한 초깃값 문제의 해는? $$\begin{bmatrix}y_1'\\y_2'\end{bmatrix}=\begin{bmatrix}0&1\\2&-1\end{bmatrix}\!\begin{bmatrix}y_1\\y_2\end{bmatrix},\;\begin{bmatrix}y_1(0)\\y_2(0)\end{bmatrix}=\begin{bmatrix}1\\2\end{bmatrix...","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sogang-17","적분학","Maclaurin급수의 응용","적분 극한 (테일러)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""subjective"",""mathDensity=22""]","$\displaystyle\lim_{x\to 0}\dfrac{1}{x^3}\!\int_0^{\sin x}\tan(t^2)\,dt=\dfrac{n}{m}$이라고 할 때, $m+n$의 값은? (단, $m,n$은 서로 소인 자연수이다.)","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sogang-18","다변수함수","선적분과 면적분","보존벡터장 조건","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""subjective"",""mathDensity=7""]","세 실수 $\alpha,\beta,\gamma$에 대하여 공간 $\mathbb{R}^3$에서 정의된 벡터장 $\vec{F}(x,y,z)=(2xz^3+\alpha y)\vec{i}+(3x+\beta yz)\vec{j}+(\gamma x^2 z^2+y^2)\vec{k}$가 보존벡터장(conservative vector field)이 될 때, $\alpha+\beta+\gamma$의 값은?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-09","적분학","정적분의 응용","곡선의 길이","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=24""]","곡선 $y=\displaystyle\int_1^{x}\!\sqrt{\sqrt t-1}\,dt$ ($1\le x\le 16$)의 길이는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-14","다변수함수","중적분","극좌표 영역 넓이","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=7""]","곡선 $r(\theta)=2\cos 3\theta$ ($0\le\theta\le 2\pi$)으로 둘러싸인 영역의 넓이는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-16","선형대수","벡터와 공간도형","벡터사영","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=20""]","벡터 $2\mathbf i-\mathbf j+2\mathbf k$의 벡터 $-2\mathbf i-2\mathbf j+2\mathbf k$ 위로의 벡터사영(vector projection)은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-20","다변수함수","편도함수","방향도함수 최댓값","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=8""]","$f(x,y,z)=5x^2-3xy+xyz$일 때 점 $(1,1,1)$에서 방향도함수의 최댓값은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-23","공학수학","벡터해석","보존벡터장 선적분","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=7""]","곡선 $C:x(t)=\cos t,\,y(t)=\sin t,\,0\le t\le\pi/2$ 위의 물체를 벡터장 $\mathbf F(x,y)=y^2\mathbf i+(2xy-e^y)\mathbf j$으로 움직일 때 한 일은?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-24","다변수함수","Taylor급수와 최대/최소","최대수익 임계점","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""mathDensity=9""]","함수 $P(x,y)=-3x^2-2y^2+4x+2y-2xy+20$이 TV와 신문을 통한 광고로부터 얻는 연간이익이다. 회사가 연간 최대 이익을 내는 $x,y$값을 각각 $a,b$라 할 때 $a+b$의 값은?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-sookmyung-25","공학수학","벡터해석","공간곡선의 곡률","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=12""]","곡선 $\mathbf r(t)=(\sin t\cos t)\mathbf i+(\sin^2 t)\mathbf j+(\cos t)\mathbf k$에서 $t=0$일 때의 곡률은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
